id,customer_id,activity_ts,activity,revenue_impact,feature_json
1,56,2022-01-29T20:05:07Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
2,461,2022-12-14T04:32:36Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
3,412,2022-10-03T22:43:31Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
4,326,2022-12-03T17:45:08Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
5,492,2022-12-08T22:36:49Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
6,9,2022-09-27T04:06:41Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
7,160,2022-04-14T06:52:31Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
8,369,2022-07-26T01:27:11Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
9,414,2022-05-29T09:20:54Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
10,308,2022-12-07T23:17:18Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
11,121,2022-01-15T20:58:38Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
12,54,2022-10-11T09:54:20Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
13,257,2022-03-11T04:48:31Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
14,83,2022-10-26T20:13:09Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
15,171,2022-10-13T11:00:07Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
16,157,2022-09-12T21:35:02Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
17,29,2022-05-29T12:46:25Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
18,321,2022-09-20T12:59:56Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
19,300,2022-08-19T20:37:07Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
20,286,2022-11-02T20:04:24Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
21,200,2022-07-20T07:42:12Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
22,60,2022-09-13T22:53:43Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
23,275,2022-08-16T14:12:36Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
24,495,2022-09-17T01:52:32Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
25,115,2022-08-15T00:09:02Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
26,27,2022-01-14T13:29:00Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
27,313,2022-03-14T03:26:34Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
28,77,2022-09-18T12:03:32Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
29,76,2022-04-01T07:06:12Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
30,419,2022-03-16T00:31:38Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
31,99,2022-03-09T03:37:50Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
32,457,2022-01-12T10:42:39Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
33,409,2022-07-14T17:56:08Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
34,345,2022-07-21T02:17:46Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
35,459,2022-02-21T11:31:55Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
36,368,2022-12-26T01:58:08Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
37,35,2022-01-03T04:05:51Z,converted_to_pql,0.0,"[{""agent_id"":1}]"
